#,Pin,City,State,ODA / Non-ODA Location
515,531019,Visakhapatnam,Andhra Pradesh,ODA
516,533234,Mandapeta,Andhra Pradesh,Non-ODA
517,516104,Koduru,Andhra Pradesh,ODA
518,522325,Tenali,Andhra Pradesh,ODA
519,533460,Samarlakota,Andhra Pradesh,ODA
520,521163,Vijayawada,Andhra Pradesh,Non-ODA
521,523261,Addanki,Andhra Pradesh,ODA
522,520040,Vijayawada,Andhra Pradesh,ODA
523,534244,Bhimavaram,Andhra Pradesh,Non-ODA
524,517587,Puttur-AP,Andhra Pradesh,ODA
525,522324,Repalle,Andhra Pradesh,ODA
526,515456,Guntakal,Andhra Pradesh,ODA
527,522413,Piduguralla,Andhra Pradesh,ODA
528,524202,Kavali,Andhra Pradesh,ODA
529,509152,Kurnool,Andhra Pradesh,Non-ODA
530,515787,Kalyandurg,Andhra Pradesh,ODA
531,518452,Kurnool,Andhra Pradesh,Non-ODA
532,533264,Mandapeta,Andhra Pradesh,ODA
533,515870,Uravakonda,Andhra Pradesh,ODA
534,523252,Podili,Andhra Pradesh,Non-ODA
535,516349,Pulivendula,Andhra Pradesh,ODA
536,532216,Pathapatnam,Andhra Pradesh,Non-ODA
537,523224,Kanigiri,Andhra Pradesh,ODA
538,531011,Visakhapatnam,Andhra Pradesh,Non-ODA
539,532263,Sompeta,Andhra Pradesh,Non-ODA
540,523105,Kandukur,Andhra Pradesh,ODA
541,518124,Betamcherla,Andhra Pradesh,ODA
542,516101,Koduru,Andhra Pradesh,ODA
543,534265,Palakollu,Andhra Pradesh,Non-ODA
544,515662,Anantapur,Andhra Pradesh,ODA
545,535124,Rajam,Andhra Pradesh,ODA
546,524303,Atmakur-AP,Andhra Pradesh,ODA
547,518512,Nandyal,Andhra Pradesh,ODA
548,532558,Bobbili,Andhra Pradesh,ODA
549,516270,Rayachoti,Andhra Pradesh,Non-ODA
550,530013,Visakhapatnam,Andhra Pradesh,Non-ODA
551,517424,Venkatagirikota,Andhra Pradesh,ODA
552,532211,Tekkali,Andhra Pradesh,Non-ODA
553,530037,Visakhapatnam,Andhra Pradesh,Non-ODA
554,535579,Salur,Andhra Pradesh,ODA
555,534201,Bhimavaram,Andhra Pradesh,Non-ODA
556,531113,Narsipatnam,Andhra Pradesh,ODA
557,518511,Nandyal,Andhra Pradesh,ODA
558,521111,Nuzvid,Andhra Pradesh,ODA
559,516502,Badvel,Andhra Pradesh,ODA
560,522508,Guntur,Andhra Pradesh,ODA
561,523116,Kandukur,Andhra Pradesh,ODA
562,521456,Vijayawada,Andhra Pradesh,Non-ODA
563,518390,Gooty,Andhra Pradesh,ODA
564,534467,Chintalpudi,Andhra Pradesh,Non-ODA
565,523114,Pamuru,Andhra Pradesh,ODA
566,572116,Amarapuram,Andhra Pradesh,ODA
567,524366,Nellore,Andhra Pradesh,Non-ODA
568,533253,Razole,Andhra Pradesh,ODA
569,517582,Puttur-AP,Andhra Pradesh,ODA
570,515762,Kalyandurg,Andhra Pradesh,ODA
571,534427,Eluru,Andhra Pradesh,Non-ODA
572,533401,Tuni,Andhra Pradesh,ODA
573,523279,Kondapi,Andhra Pradesh,ODA
574,530048,Visakhapatnam,Andhra Pradesh,Non-ODA
575,524101,Gudur,Andhra Pradesh,ODA
576,523253,Chimakurthy,Andhra Pradesh,ODA
577,517130,Pakala,Andhra Pradesh,ODA
578,515445,Tadipatri,Andhra Pradesh,ODA
579,533226,Narasaraopet,Andhra Pradesh,ODA
580,521106,Pedapadu,Andhra Pradesh,ODA
581,533503,Rajahmundry,Andhra Pradesh,ODA
582,521182,Nandigama,Andhra Pradesh,ODA
583,522314,Guntur,Andhra Pradesh,Non-ODA
584,533218,Amalapuram,Andhra Pradesh,ODA
585,533308,Mandapeta,Andhra Pradesh,Non-ODA
586,535125,Garividi,Andhra Pradesh,ODA
587,534281,Narsapur,Andhra Pradesh,Non-ODA
588,521260,Vijayawada,Andhra Pradesh,Non-ODA
589,534176,Nallajerla,Andhra Pradesh,ODA
590,515871,Rayadurgam,Andhra Pradesh,ODA
591,521369,Machilipatnam,Andhra Pradesh,ODA
592,535525,Parvathipuram,Andhra Pradesh,ODA
593,507114,Kukanoor,Andhra Pradesh,Non-ODA
594,515601,Gorantla,Andhra Pradesh,Non-ODA
595,523180,Ongole,Andhra Pradesh,Non-ODA
596,533216,Amalapuram,Andhra Pradesh,ODA
597,534268,Palakollu,Andhra Pradesh,Non-ODA
598,534230,Bhimavaram,Andhra Pradesh,Non-ODA
599,516355,Proddatur,Andhra Pradesh,ODA
600,523168,Chirala,Andhra Pradesh,ODA
601,516215,Rayachoti,Andhra Pradesh,ODA
602,522304,Tenali,Andhra Pradesh,ODA
603,517541,Tada,Andhra Pradesh,Non-ODA
604,522412,Narasaraopet,Andhra Pradesh,Non-ODA
605,515413,Tadipatri,Andhra Pradesh,ODA
606,507126,Chintoor,Andhra Pradesh,Non-ODA
607,530040,Visakhapatnam,Andhra Pradesh,Non-ODA
608,534101,Tadepalligudem,Andhra Pradesh,ODA
609,524223,Kavali,Andhra Pradesh,ODA
610,522503,Guntur,Andhra Pradesh,ODA
611,515465,Tadipatri,Andhra Pradesh,ODA
612,530026,Visakhapatnam,Andhra Pradesh,Non-ODA
613,521108,Vijayawada,Andhra Pradesh,Non-ODA
614,524302,Kaluvaya,Andhra Pradesh,ODA
615,534235,Kaikaluru,Andhra Pradesh,ODA
616,534444,Kukanoor,Andhra Pradesh,ODA
617,523225,Ongole,Andhra Pradesh,Non-ODA
618,535281,Seetharampram,Andhra Pradesh,ODA
619,533255,Draksharamam,Andhra Pradesh,ODA
620,523246,Podili,Andhra Pradesh,ODA
621,521215,Vissannapetaa,Andhra Pradesh,ODA
622,516329,Vempalli,Andhra Pradesh,ODA
623,520007,Vijayawada,Andhra Pradesh,Non-ODA
624,522265,Repalle,Andhra Pradesh,ODA
625,522102,Chirala,Andhra Pradesh,Non-ODA
626,533106,Rajahmundry,Andhra Pradesh,Non-ODA
627,518573,Sirvella,Andhra Pradesh,ODA
628,522616,Chilakaluripet,Andhra Pradesh,ODA
629,521110,Pedapadu,Andhra Pradesh,ODA
630,518467,Kurnool,Andhra Pradesh,Non-ODA
631,516312,Proddatur,Andhra Pradesh,ODA
632,530030,Visakhapatnam,Andhra Pradesh,Non-ODA
633,533288,Rampachodavaram,Andhra Pradesh,Non-ODA
634,533213,Amalapuram,Andhra Pradesh,ODA
635,523157,Chirala,Andhra Pradesh,ODA
636,535594,Kurupam,Andhra Pradesh,Non-ODA
637,515834,Uravakonda,Andhra Pradesh,
638,531117,Narsipatnam,Andhra Pradesh,ODA
639,535250,S Kota,Andhra Pradesh,ODA
640,516464,Tadipatri,Andhra Pradesh,Non-ODA
641,535557,Bobbili,Andhra Pradesh,Non-ODA
642,521130,Avanigadda,Andhra Pradesh,ODA
643,518594,Allagadda,Andhra Pradesh,ODA
644,522259,Repalle,Andhra Pradesh,ODA
645,523292,Singarayakonda,Andhra Pradesh,ODA
646,518510,Sirvella,Andhra Pradesh,Non-ODA
647,521162,Machilipatnam,Andhra Pradesh,ODA
648,516108,Koduru,Andhra Pradesh,ODA
649,518165,Betamcherla,Andhra Pradesh,Non-ODA
650,533249,Razole,Andhra Pradesh,ODA
651,518344,KosigiAP,Andhra Pradesh,Non-ODA
652,516218,Vempalli,Andhra Pradesh,ODA
653,523240,Podili,Andhra Pradesh,Non-ODA
654,516173,Proddatur,Andhra Pradesh,Non-ODA
655,518442,Atmakur,Andhra Pradesh,ODA
656,517421,Chittoor,Andhra Pradesh,Non-ODA
657,522408,Narasaraopet,Andhra Pradesh,Non-ODA
658,533295,Rampachodavaram,Andhra Pradesh,ODA
659,530043,Visakhapatnam,Andhra Pradesh,Non-ODA
660,533105,Rajahmundry,Andhra Pradesh,Non-ODA
661,533220,Draksharamam,Andhra Pradesh,ODA
662,523260,Martur,Andhra Pradesh,Non-ODA
663,518533,Velgodu,Andhra Pradesh,Non-ODA
664,533291,Rajahmundry,Andhra Pradesh,ODA
665,523326,Yerragonda Palem,Andhra Pradesh,ODA
666,532484,Srikakulam,Andhra Pradesh,ODA
667,521157,Pamarru,Andhra Pradesh,ODA
668,515122,Puttaparthi,Andhra Pradesh,ODA
669,533306,Draksharamam,Andhra Pradesh,ODA
670,533429,Yerravaram,Andhra Pradesh,Non-ODA
671,516309,Cuddapah,Andhra Pradesh,ODA
672,524410,Gudur,Andhra Pradesh,ODA
673,524341,Atmakur-AP,Andhra Pradesh,Non-ODA
674,522212,Guntur,Andhra Pradesh,Non-ODA
675,522330,Tenali,Andhra Pradesh,ODA
676,522501,Vijayawada,Andhra Pradesh,Non-ODA
677,533342,Mandapeta,Andhra Pradesh,ODA
678,523113,Kandukur,Andhra Pradesh,ODA
679,517390,B Kothakota,Andhra Pradesh,ODA
680,522608,Ongole,Andhra Pradesh,ODA
681,517124,Pakala,Andhra Pradesh,Non-ODA
682,522009,Guntur,Andhra Pradesh,Non-ODA
683,517644,Srikalahasti,Andhra Pradesh,ODA
684,535003,Vizianagaram,Andhra Pradesh,ODA
685,534003,Eluru,Andhra Pradesh,Non-ODA
686,517583,Puttur-AP,Andhra Pradesh,Non-ODA
687,517237,Madanapalle,Andhra Pradesh,Non-ODA
688,533407,Tuni,Andhra Pradesh,ODA
689,524236,Pamuru,Andhra Pradesh,Non-ODA
690,515741,Kalyandurg,Andhra Pradesh,Non-ODA
691,515311,Madakasira,Andhra Pradesh,Non-ODA
692,516356,Proddatur,Andhra Pradesh,ODA
693,533248,Razole,Andhra Pradesh,ODA
694,531145,Araku,Andhra Pradesh,ODA
695,517419,Chittoor,Andhra Pradesh,Non-ODA
696,515331,Hindupur,Andhra Pradesh,ODA
697,523135,Addanki,Andhra Pradesh,ODA
698,517152,Pakala,Andhra Pradesh,ODA
699,516228,Badvel,Andhra Pradesh,ODA
700,524121,Sullurupeta,Andhra Pradesh,ODA
701,522036,Guntur,Andhra Pradesh,ODA
702,533449,Kathipudi,Andhra Pradesh,Non-ODA
703,522529,Guntur,Andhra Pradesh,Non-ODA
704,515701,Anantapur,Andhra Pradesh,Non-ODA
705,518196,Betamcherla,Andhra Pradesh,ODA
706,517213,Pileru,Andhra Pradesh,Non-ODA
707,535002,Vizianagaram,Andhra Pradesh,ODA
708,531055,Yellamanchili,Andhra Pradesh,Non-ODA
709,517003,Chittoor,Andhra Pradesh,Non-ODA
710,535240,Gopalapatnam,Andhra Pradesh,Non-ODA
711,522233,Chilakaluripet,Andhra Pradesh,Non-ODA
712,517194,Pileru,Andhra Pradesh,Non-ODA
713,524314,Nellore,Andhra Pradesh,Non-ODA
714,516227,Badvel,Andhra Pradesh,ODA
715,531219,Bheemunipatnam,Andhra Pradesh,ODA
716,521226,Vissannapetaa,Andhra Pradesh,Non-ODA
717,523205,Markapur,Andhra Pradesh,ODA
718,532429,Narasannapeta,Andhra Pradesh,Non-ODA
719,534267,Palakollu,Andhra Pradesh,Non-ODA
720,523328,Yerragonda Palem,Andhra Pradesh,Non-ODA
721,531030,Seetharampram,Andhra Pradesh,Non-ODA
722,530015,Visakhapatnam,Andhra Pradesh,Non-ODA
723,515134,Puttaparthi,Andhra Pradesh,ODA
724,516162,Cuddapah,Andhra Pradesh,Non-ODA
725,532214,Pathapatnam,Andhra Pradesh,Non-ODA
726,533242,Razole,Andhra Pradesh,ODA
727,524347,Nellore,Andhra Pradesh,Non-ODA
728,523002,Ongole,Andhra Pradesh,Non-ODA
729,518466,Kurnool,Andhra Pradesh,Non-ODA
730,523184,Chirala,Andhra Pradesh,ODA
731,533244,Razole,Andhra Pradesh,ODA
732,530045,Visakhapatnam,Andhra Pradesh,Non-ODA
733,522403,Narasaraopet,Andhra Pradesh,Non-ODA
734,523230,Kanigiri,Andhra Pradesh,ODA
735,523357,Giddalur,Andhra Pradesh,ODA
736,516115,Rajampet,Andhra Pradesh,ODA
737,524306,Nellore,Andhra Pradesh,Non-ODA
738,520015,Vijayawada,Andhra Pradesh,Non-ODA
739,518593,Nandyal,Andhra Pradesh,ODA
740,504305,Salur,Andhra Pradesh,ODA
741,521213,Vissannapetaa,Andhra Pradesh,ODA
742,523336,CumbumAP,Andhra Pradesh,ODA
743,523169,Chirala,Andhra Pradesh,ODA
744,522307,Guntur,Andhra Pradesh,ODA
745,515832,Uravakonda,Andhra Pradesh,ODA
746,517432,Palamaner,Andhra Pradesh,Non-ODA
747,524406,Gudur,Andhra Pradesh,ODA
748,533345,Mandapeta,Andhra Pradesh,ODA
749,517590,Puttur-AP,Andhra Pradesh,ODA
750,518216,Dhone,Andhra Pradesh,Non-ODA
751,518002,Kurnool,Andhra Pradesh,Non-ODA
752,507135,Nellipaka,Andhra Pradesh,Non-ODA
753,522401,Guntur,Andhra Pradesh,Non-ODA
754,530025,Visakhapatnam,Andhra Pradesh,Non-ODA
755,518468,Dhone,Andhra Pradesh,Non-ODA
756,532222,Palasa,Andhra Pradesh,Non-ODA
757,516116,Rajampet,Andhra Pradesh,ODA
758,518003,Kurnool,Andhra Pradesh,Non-ODA
759,535148,S Kota,Andhra Pradesh,ODA
760,533274,Amalapuram,Andhra Pradesh,ODA
761,521261,Vuyyuru,Andhra Pradesh,Non-ODA
762,532127,Rajam,Andhra Pradesh,ODA
763,523303,Addanki,Andhra Pradesh,ODA
764,516003,Cuddapah,Andhra Pradesh,Non-ODA
765,521343,Kaikaluru,Andhra Pradesh,ODA
766,534216,Tanuku,Andhra Pradesh,ODA
767,534225,Tanuku,Andhra Pradesh,ODA
768,532123,Srikakulam,Andhra Pradesh,Non-ODA
769,522261,Tenali,Andhra Pradesh,Non-ODA
770,530027,Visakhapatnam,Andhra Pradesh,Non-ODA
771,518674,Nandyal,Andhra Pradesh,Non-ODA
772,524403,Vidyanagar,Andhra Pradesh,Non-ODA
773,523186,Addanki,Andhra Pradesh,Non-ODA
774,516151,Rajampet,Andhra Pradesh,ODA
775,521329,Kaikaluru,Andhra Pradesh,Non-ODA
776,521457,Nandigama,Andhra Pradesh,Non-ODA
777,517408,Palamaner,Andhra Pradesh,Non-ODA
778,533468,Draksharamam,Andhra Pradesh,Non-ODA
779,521332,Pamarru,Andhra Pradesh,ODA
780,534311,Jangareddygudem,Andhra Pradesh,Non-ODA
781,523165,Chirala,Andhra Pradesh,ODA
782,523327,Yerragonda Palem,Andhra Pradesh,Non-ODA
783,521246,Vuyyuru,Andhra Pradesh,Non-ODA
784,522313,Tenali,Andhra Pradesh,ODA
785,523155,Chirala,Andhra Pradesh,ODA
786,517581,Puttur-AP,Andhra Pradesh,ODA
787,535578,Salur,Andhra Pradesh,ODA
788,521256,Vijayawada,Andhra Pradesh,Non-ODA
789,532425,Narasannapeta,Andhra Pradesh,Non-ODA
790,517129,Palamaner,Andhra Pradesh,Non-ODA
791,521327,Gudivada,Andhra Pradesh,ODA
792,524313,Nellore,Andhra Pradesh,Non-ODA
793,517123,Pileru,Andhra Pradesh,ODA
794,524002,Nellore,Andhra Pradesh,Non-ODA
795,533287,Gokavaram,Andhra Pradesh,Non-ODA
796,517112,Pakala,Andhra Pradesh,ODA
797,522016,Tadikonda,Andhra Pradesh,Non-ODA
798,532243,Palasa,Andhra Pradesh,Non-ODA
799,534210,Bhimavaram,Andhra Pradesh,Non-ODA
800,521185,Nandigama,Andhra Pradesh,ODA
801,524226,Udayagiri,Andhra Pradesh,ODA
802,530005,Visakhapatnam,Andhra Pradesh,Non-ODA
803,515005,Anantapur,Andhra Pradesh,Non-ODA
804,517591,Puttur-AP,Andhra Pradesh,Non-ODA
805,522124,Guntur,Andhra Pradesh,ODA
806,532430,Narasannapeta,Andhra Pradesh,Non-ODA
807,523115,Kandukur,Andhra Pradesh,ODA
808,522626,Chilakaluripet,Andhra Pradesh,ODA
809,522024,Guntur,Andhra Pradesh,ODA
810,518135,Betamcherla,Andhra Pradesh,ODA
811,534305,Kovvur,Andhra Pradesh,ODA
812,524240,Atmakur-AP,Andhra Pradesh,Non-ODA
813,515591,Kadiri,Andhra Pradesh,ODA
814,515241,Gorantla,Andhra Pradesh,Non-ODA
815,523264,Chimakurthy,Andhra Pradesh,ODA
816,515110,Puttaparthi,Andhra Pradesh,ODA
817,517414,Punganur,Andhra Pradesh,Non-ODA
818,521312,Vijayawada,Andhra Pradesh,Non-ODA
819,518112,Nandyal,Andhra Pradesh,ODA
820,517501,Tirupati,Andhra Pradesh,Non-ODA
821,534406,Tadepalligudem,Andhra Pradesh,ODA
822,534475,Eluru,Andhra Pradesh,Non-ODA
823,532122,Rajam,Andhra Pradesh,ODA
824,533125,Rajahmundry,Andhra Pradesh,Non-ODA
825,522601,Narasaraopet,Andhra Pradesh,Non-ODA
826,534450,Eluru,Andhra Pradesh,Non-ODA
827,533252,Razole,Andhra Pradesh,ODA
828,535559,Bobbili,Andhra Pradesh,ODA
829,532427,Narasannapeta,Andhra Pradesh,Non-ODA
830,534331,Tanuku,Andhra Pradesh,ODA
831,521120,Avanigadda,Andhra Pradesh,Non-ODA
832,515843,Guntakal,Andhra Pradesh,ODA
833,532212,Tekkali,Andhra Pradesh,Non-ODA
834,522113,Chirala,Andhra Pradesh,ODA
835,535216,Bhogapuram,Andhra Pradesh,Non-ODA
836,521231,Vijayawada,Andhra Pradesh,ODA
837,522312,Guntur,Andhra Pradesh,ODA
838,524201,Kavali,Andhra Pradesh,ODA
839,534350,Kovvur,Andhra Pradesh,Non-ODA
840,530032,Visakhapatnam,Andhra Pradesh,Non-ODA
841,522268,Repalle,Andhra Pradesh,ODA
842,518503,Nandyal,Andhra Pradesh,ODA
843,517277,Madanapalle,Andhra Pradesh,Non-ODA
844,533305,Draksharamam,Andhra Pradesh,ODA
845,523109,Kandukur,Andhra Pradesh,ODA
846,522211,Tenali,Andhra Pradesh,ODA
847,517551,Tirupati,Andhra Pradesh,Non-ODA
848,534206,Bhimavaram,Andhra Pradesh,Non-ODA
849,518422,Atmakur,Andhra Pradesh,ODA
850,534392,Kovvur,Andhra Pradesh,
851,533240,Razole,Andhra Pradesh,ODA
852,533462,Kakinada,Andhra Pradesh,Non-ODA
853,516106,Koduru,Andhra Pradesh,ODA
854,533007,Kakinada,Andhra Pradesh,ODA
855,522201,Tenali,Andhra Pradesh,ODA
856,531201,Vijayawada,Andhra Pradesh,ODA
857,533346,Mandapeta,Andhra Pradesh,ODA
858,530047,Visakhapatnam,Andhra Pradesh,Non-ODA
859,521150,Machilipatnam,Andhra Pradesh,ODA
860,533406,Kathipudi,Andhra Pradesh,Non-ODA
861,515551,Kadiri,Andhra Pradesh,ODA
862,533126,Rajahmundry,Andhra Pradesh,Non-ODA
863,523331,Doranala,Andhra Pradesh,Non-ODA
864,523373,Giddalur,Andhra Pradesh,ODA
865,533340,Mandapeta,Andhra Pradesh,Non-ODA
866,517292,Pileru,Andhra Pradesh,
867,521286,Vijayawada,Andhra Pradesh,Non-ODA
868,533297,Rajahmundry,Andhra Pradesh,Non-ODA
869,533263,Draksharamam,Andhra Pradesh,ODA
870,523265,Addanki,Andhra Pradesh,ODA
871,518343,Yemmiganur,Andhra Pradesh,ODA
872,531118,Narsipatnam,Andhra Pradesh,Non-ODA
873,530023,Visakhapatnam,Andhra Pradesh,Non-ODA
874,520008,Vijayawada,Andhra Pradesh,Non-ODA
875,534462,Chintalpudi,Andhra Pradesh,Non-ODA
876,516268,Rayachoti,Andhra Pradesh,Non-ODA
877,521121,Avanigadda,Andhra Pradesh,ODA
878,521201,Nuzvid,Andhra Pradesh,ODA
879,515291,Madakasira,Andhra Pradesh,ODA
880,522050,Guntur,Andhra Pradesh,ODA
881,521164,Vijayawada,Andhra Pradesh,Non-ODA
882,522659,Vinukonda,Andhra Pradesh,ODA
883,524318,Nellore,Andhra Pradesh,Non-ODA
884,521325,Gudivada,Andhra Pradesh,ODA
885,517004,Chittoor,Andhra Pradesh,Non-ODA
886,517167,Chittoor,Andhra Pradesh,Non-ODA
887,515414,Tadipatri,Andhra Pradesh,ODA
888,522309,Guntur,Andhra Pradesh,ODA
889,521324,Kaikaluru,Andhra Pradesh,Non-ODA
890,515261,Hindupur,Andhra Pradesh,ODA
891,520011,Vijayawada,Andhra Pradesh,Non-ODA
892,534007,Eluru,Andhra Pradesh,Non-ODA
893,532421,Narasannapeta,Andhra Pradesh,Non-ODA
894,518123,Betamcherla,Andhra Pradesh,ODA
895,515722,Anantapur,Andhra Pradesh,Non-ODA
896,521132,Pamarru,Andhra Pradesh,ODA
897,523316,Markapur,Andhra Pradesh,ODA
898,522329,Chirala,Andhra Pradesh,Non-ODA
899,522316,Guntur,Andhra Pradesh,ODA
900,522663,Piduguralla,Andhra Pradesh,ODA
901,522022,Guntur,Andhra Pradesh,Non-ODA
902,535001,Vizianagaram,Andhra Pradesh,ODA
903,522646,Vinukonda,Andhra Pradesh,ODA
904,515863,Rayadurgam,Andhra Pradesh,ODA
905,535521,Parvathipuram,Andhra Pradesh,ODA
906,517192,Pileru,Andhra Pradesh,ODA
907,533435,Yerravaram,Andhra Pradesh,ODA
908,533433,Samarlakota,Andhra Pradesh,Non-ODA
909,534006,Eluru,Andhra Pradesh,Non-ODA
910,515867,Rayadurgam,Andhra Pradesh,ODA
911,516002,Cuddapah,Andhra Pradesh,Non-ODA
912,535532,Bobbili,Andhra Pradesh,ODA
913,518323,Adoni,Andhra Pradesh,ODA
914,534449,Dwaraka Tirumala,Andhra Pradesh,Non-ODA
915,530041,Visakhapatnam,Andhra Pradesh,Non-ODA
916,523117,Kanigiri,Andhra Pradesh,ODA
917,522614,Piduguralla,Andhra Pradesh,ODA
918,535273,Gajapatinagaram,Andhra Pradesh,ODA
919,517351,B Kothakota,Andhra Pradesh,ODA
920,533446,Kathipudi,Andhra Pradesh,Non-ODA
921,532213,Pathapatnam,Andhra Pradesh,Non-ODA
922,515672,Anantapur,Andhra Pradesh,ODA
923,521183,Nandigama,Andhra Pradesh,ODA
924,532402,Srikakulam,Andhra Pradesh,ODA
925,522317,Chirala,Andhra Pradesh,ODA
926,516257,Rayachoti,Andhra Pradesh,ODA
927,517131,Chittoor,Andhra Pradesh,Non-ODA
928,524227,Pamuru,Andhra Pradesh,Non-ODA
929,517584,Puttur-AP,Andhra Pradesh,ODA
930,531023,Chodavaram,Andhra Pradesh,ODA
931,523274,Ongole,Andhra Pradesh,Non-ODA
932,517128,Chittoor,Andhra Pradesh,Non-ODA
933,535502,Parvathipuram,Andhra Pradesh,ODA
934,523181,Addanki,Andhra Pradesh,ODA
935,533450,Samarlakota,Andhra Pradesh,Non-ODA
936,524346,Nellore,Andhra Pradesh,Non-ODA
937,524308,Atmakur-AP,Andhra Pradesh,Non-ODA
938,523263,Chimakurthy,Andhra Pradesh,ODA
939,521144,Vijayawada,Andhra Pradesh,ODA
940,524310,Udayagiri,Andhra Pradesh,Non-ODA
941,515159,Kadiri,Andhra Pradesh,ODA
942,533236,Mandapeta,Andhra Pradesh,ODA
943,517236,Rayachoti,Andhra Pradesh,ODA
944,517504,Tirupati,Andhra Pradesh,Non-ODA
945,523334,CumbumAP,Andhra Pradesh,ODA
946,517507,Tirupati,Andhra Pradesh,Non-ODA
947,507134,Nellipaka,Andhra Pradesh,Non-ODA
948,534447,Jangareddygudem,Andhra Pradesh,ODA
949,517350,Madanapalle,Andhra Pradesh,ODA
950,531149,Araku,Andhra Pradesh,Non-ODA
951,533444,Kathipudi,Andhra Pradesh,Non-ODA
952,522617,Narasaraopet,Andhra Pradesh,Non-ODA
953,515865,Rayadurgam,Andhra Pradesh,ODA
954,515842,Guntakal,Andhra Pradesh,Non-ODA
955,518412,Nandikotkur,Andhra Pradesh,Non-ODA
956,534229,Kovvur,Andhra Pradesh,Non-ODA
957,515833,Uravakonda,Andhra Pradesh,ODA
958,518380,Alur,Andhra Pradesh,ODA
959,518176,Betamcherla,Andhra Pradesh,Non-ODA
960,531173,Visakhapatnam,Andhra Pradesh,Non-ODA
961,534461,Chintalpudi,Andhra Pradesh,Non-ODA
962,516155,Badvel,Andhra Pradesh,ODA
963,516390,Pulivendula,Andhra Pradesh,Non-ODA
964,532408,Srikakulam,Andhra Pradesh,ODA
965,533290,Gokavaram,Andhra Pradesh,Non-ODA
966,532410,Srikakulam,Andhra Pradesh,ODA
967,523111,Kanigiri,Andhra Pradesh,Non-ODA
968,515211,Hindupur,Andhra Pradesh,ODA
969,533463,Draksharamam,Andhra Pradesh,Non-ODA
970,515101,Anantapur,Andhra Pradesh,ODA
971,534329,Tanuku,Andhra Pradesh,ODA
972,524137,Nellore,Andhra Pradesh,Non-ODA
973,530003,Visakhapatnam,Andhra Pradesh,Non-ODA
974,522402,Narasaraopet,Andhra Pradesh,Non-ODA
975,516396,Pulivendula,Andhra Pradesh,ODA
976,522003,Guntur,Andhra Pradesh,Non-ODA
977,535592,Salur,Andhra Pradesh,ODA
978,516474,Tadipatri,Andhra Pradesh,Non-ODA
979,535522,Parvathipuram,Andhra Pradesh,ODA
980,518005,Kurnool,Andhra Pradesh,Non-ODA
981,517193,Pileru,Andhra Pradesh,ODA
982,534426,Dwaraka Tirumala,Andhra Pradesh,Non-ODA
983,535004,Vizianagaram,Andhra Pradesh,ODA
984,515835,Guntakal,Andhra Pradesh,ODA
985,517101,Tirupati,Andhra Pradesh,Non-ODA
986,515803,Guntakal,Andhra Pradesh,Non-ODA
987,518345,Yemmiganur,Andhra Pradesh,ODA
988,533005,Kakinada,Andhra Pradesh,Non-ODA
989,534251,Palakollu,Andhra Pradesh,Non-ODA
990,532195,Tekkali,Andhra Pradesh,Non-ODA
991,522415,Piduguralla,Andhra Pradesh,Non-ODA
992,522660,Vinukonda,Andhra Pradesh,ODA
993,532005,Srikakulam,Andhra Pradesh,ODA
994,534236,Kaikaluru,Andhra Pradesh,Non-ODA
995,521138,Pamarru,Andhra Pradesh,Non-ODA
996,532591,Salur,Andhra Pradesh,ODA
997,533286,Gokavaram,Andhra Pradesh,Non-ODA
998,533341,Mandapeta,Andhra Pradesh,Non-ODA
999,534452,Dwaraka Tirumala,Andhra Pradesh,Non-ODA
1000,515001,Anantapur,Andhra Pradesh,Non-ODA
1001,515731,Anantapur,Andhra Pradesh,Non-ODA
1002,534122,Tanuku,Andhra Pradesh,Non-ODA
1003,523367,Giddalur,Andhra Pradesh,Non-ODA
1004,522007,Guntur,Andhra Pradesh,Non-ODA
1005,523346,CumbumAP,Andhra Pradesh,Non-ODA
1006,534243,Bhimavaram,Andhra Pradesh,Non-ODA
1007,515303,Madakasira,Andhra Pradesh,ODA
1008,534245,Palakollu,Andhra Pradesh,Non-ODA
1009,521311,Vijayawada,Andhra Pradesh,Non-ODA
1010,530008,Visakhapatnam,Andhra Pradesh,Non-ODA
1011,521165,Vijayawada,Andhra Pradesh,Non-ODA
1012,520002,Vijayawada,Andhra Pradesh,Non-ODA
1013,533217,Amalapuram,Andhra Pradesh,ODA
1014,517561,Tirupati,Andhra Pradesh,Non-ODA
1015,535260,Gajapatinagaram,Andhra Pradesh,ODA
1016,521129,Avanigadda,Andhra Pradesh,ODA
1017,523329,Markapur,Andhra Pradesh,ODA
1018,534301,Kovvur,Andhra Pradesh,Non-ODA
1019,521178,Nandigama,Andhra Pradesh,Non-ODA
1020,524124,Sullurupeta,Andhra Pradesh,Non-ODA
1021,523368,Giddalur,Andhra Pradesh,ODA
1022,521241,Vijayawada,Andhra Pradesh,Non-ODA
1023,534134,Tanuku,Andhra Pradesh,Non-ODA
1024,533247,Razole,Andhra Pradesh,ODA
1025,520016,Vijayawada,Andhra Pradesh,Non-ODA
1026,524321,Nellore,Andhra Pradesh,Non-ODA
1027,524239,Kavali,Andhra Pradesh,Non-ODA
1028,516289,Cuddapah,Andhra Pradesh,ODA
1029,524127,Naidupeta,Andhra Pradesh,ODA
1030,533256,Draksharamam,Andhra Pradesh,ODA
